1,2,4,7,15
19-12-12,00:00:15,7,67,0
19-12-12,00:00:30,7,67,0
19-12-12,00:00:45,7,67,0
19-12-12,00:01:00,7,68,0
19-12-12,00:01:15,7,68,0
19-12-12,00:01:30,7,68,0
19-12-12,00:01:45,7,68,0
19-12-12,00:02:00,7,68,0
19-12-12,00:02:15,7,68,0
19-12-12,00:02:30,7,68,0
19-12-12,00:02:45,7,68,0
19-12-12,00:03:00,7,68,0
19-12-12,00:03:15,7,68,0
19-12-12,00:03:30,7,68,0
19-12-12,00:03:45,7,68,0
19-12-12,00:04:00,7,68,0
19-12-12,00:04:15,7,68,0
19-12-12,00:04:30,7,68,0
19-12-12,00:04:45,7,68,0
19-12-12,00:05:00,7,68,0
19-12-12,00:05:15,7,68,0
19-12-12,00:05:30,7,68,0
19-12-12,00:05:45,7,68,0
19-12-12,00:06:00,7,68,0
19-12-12,00:06:15,7,68,0
19-12-12,00:06:30,7,68,0
19-12-12,00:06:45,7,68,0
19-12-12,00:07:00,7,68,0
19-12-12,00:07:15,7,68,0
19-12-12,00:07:30,7,68,0
19-12-12,00:07:45,7,68,0
19-12-12,00:08:00,7,68,0
19-12-12,00:08:15,7,68,0
19-12-12,00:08:30,7,68,0
19-12-12,00:08:45,7,69,0
19-12-12,00:09:00,7,69,0
19-12-12,00:09:15,7,69,0
19-12-12,00:09:30,7,69,0
19-12-12,00:09:45,7,69,0
19-12-12,00:10:00,7,69,0
19-12-12,00:10:15,7,70,0
19-12-12,00:10:30,7,70,0
19-12-12,00:10:45,7,70,0
19-12-12,00:11:00,7,70,0
19-12-12,00:11:15,7,70,0
19-12-12,00:11:30,7,70,1
19-12-12,00:11:45,7,70,0
19-12-12,00:12:00,7,70,0
19-12-12,00:12:15,7,71,0
19-12-12,00:12:30,7,71,0
19-12-12,00:12:45,7,71,0
19-12-12,00:13:00,7,71,0
19-12-12,00:13:15,7,71,0
19-12-12,00:13:30,7,71,0
19-12-12,00:13:45,7,71,0
19-12-12,00:14:00,7,71,0
19-12-12,00:14:15,7,71,0
19-12-12,00:14:30,7,71,0
19-12-12,00:14:45,7,71,0
19-12-12,00:15:00,7,71,0
19-12-12,00:15:15,7,71,0
19-12-12,00:15:30,7,71,0
19-12-12,00:15:45,7,71,0
19-12-12,00:16:00,7,71,0
19-12-12,00:16:15,7,70,0
19-12-12,00:16:30,7,70,0
19-12-12,00:16:45,7,70,0
19-12-12,00:17:00,7,70,0
19-12-12,00:17:15,7,70,0
19-12-12,00:17:30,7,70,0
19-12-12,00:17:45,7,70,0
19-12-12,00:18:00,7,70,0
19-12-12,00:18:15,7,70,0
19-12-12,00:18:30,7,70,0
19-12-12,00:18:45,7,70,0
19-12-12,00:19:00,7,70,0
19-12-12,00:19:15,7,70,0
19-12-12,00:19:30,7,70,0
19-12-12,00:19:45,7,70,0
19-12-12,00:20:00,7,70,0
19-12-12,00:20:15,7,70,0
19-12-12,00:20:30,7,70,0
19-12-12,00:20:45,7,70,0
19-12-12,00:21:00,7,70,0
19-12-12,00:21:15,7,70,0
19-12-12,00:21:30,7,70,0
19-12-12,00:21:45,7,70,0
19-12-12,00:22:00,7,70,0
19-12-12,00:22:15,7,70,0
19-12-12,00:22:30,7,70,0
19-12-12,00:22:45,7,70,0
19-12-12,00:23:00,7,70,0
19-12-12,00:23:15,7,70,0
19-12-12,00:23:30,7,70,0
19-12-12,00:23:45,7,70,0
19-12-12,00:24:00,7,70,0
19-12-12,00:24:15,7,71,0
19-12-12,00:24:30,7,71,0
19-12-12,00:24:45,7,71,0
19-12-12,00:25:00,7,71,0
19-12-12,00:25:15,7,71,0
19-12-12,00:25:30,7,70,0
19-12-12,00:25:45,7,70,0
19-12-12,00:26:00,7,70,0
19-12-12,00:26:15,7,69,0
19-12-12,00:26:30,7,68,0
19-12-12,00:26:45,7,68,0
19-12-12,00:27:00,7,68,0
19-12-12,00:27:15,7,67,0
19-12-12,00:27:30,7,67,0
19-12-12,00:27:45,7,67,0
19-12-12,00:28:00,7,67,0
19-12-12,00:28:15,7,66,0
19-12-12,00:28:30,7,67,0
19-12-12,00:28:45,7,66,0
19-12-12,00:29:00,7,66,0
19-12-12,00:29:15,7,66,0
