1,2,4,7,15
19-09-01,00:00:15,22,63,0
19-09-01,00:00:30,22,64,0
19-09-01,00:00:45,22,63,0
19-09-01,00:01:00,22,64,0
19-09-01,00:01:15,22,64,0
19-09-01,00:01:30,22,64,0
19-09-01,00:01:45,22,64,0
19-09-01,00:02:00,22,64,0
19-09-01,00:02:15,22,64,0
19-09-01,00:02:30,22,64,0
19-09-01,00:02:45,22,64,0
19-09-01,00:03:00,22,64,0
19-09-01,00:03:15,22,64,0
19-09-01,00:03:30,22,64,0
19-09-01,00:03:45,22,64,0
19-09-01,00:04:00,22,64,0
19-09-01,00:04:15,22,64,0
19-09-01,00:04:30,22,65,0
19-09-01,00:04:45,22,65,0
19-09-01,00:05:00,22,65,0
19-09-01,00:05:15,22,65,0
19-09-01,00:05:30,22,65,0
19-09-01,00:05:45,22,65,0
19-09-01,00:06:00,22,65,0
19-09-01,00:06:15,22,65,0
19-09-01,00:06:30,22,65,0
19-09-01,00:06:45,22,65,0
19-09-01,00:07:00,22,65,0
19-09-01,00:07:15,22,65,0
19-09-01,00:07:30,22,65,0
19-09-01,00:07:45,22,65,0
19-09-01,00:08:00,22,65,0
19-09-01,00:08:15,22,65,0
19-09-01,00:08:30,22,65,0
19-09-01,00:08:45,22,65,0
19-09-01,00:09:00,22,65,0
19-09-01,00:09:15,22,65,0
19-09-01,00:09:30,22,65,0
19-09-01,00:09:45,22,65,0
19-09-01,00:10:00,22,65,0
19-09-01,00:10:15,22,65,0
19-09-01,00:10:30,22,65,0
19-09-01,00:10:45,22,65,0
19-09-01,00:11:00,22,66,0
19-09-01,00:11:15,22,65,0
19-09-01,00:11:30,22,65,0
19-09-01,00:11:45,22,65,0
19-09-01,00:12:00,22,65,0
19-09-01,00:12:15,22,65,0
19-09-01,00:12:30,22,65,0
19-09-01,00:12:45,22,65,0
19-09-01,00:13:00,22,65,0
19-09-01,00:13:15,22,65,0
19-09-01,00:13:30,22,65,0
19-09-01,00:13:45,22,64,0
19-09-01,00:14:00,22,65,0
19-09-01,00:14:15,22,64,0
19-09-01,00:14:30,22,65,0
19-09-01,00:14:45,22,65,0
19-09-01,00:15:00,22,64,0
19-09-01,00:15:15,22,64,0
19-09-01,00:15:30,22,64,0
19-09-01,00:15:45,22,64,0
19-09-01,00:16:00,22,64,0
19-09-01,00:16:15,22,64,0
19-09-01,00:16:30,22,64,0
19-09-01,00:16:45,22,64,0
19-09-01,00:17:00,22,64,0
19-09-01,00:17:15,22,65,0
19-09-01,00:17:30,22,64,0
19-09-01,00:17:45,22,65,0
19-09-01,00:18:00,22,65,0
19-09-01,00:18:15,22,64,0
19-09-01,00:18:30,22,64,0
19-09-01,00:18:45,22,65,0
19-09-01,00:19:00,22,64,0
19-09-01,00:19:15,22,64,0
19-09-01,00:19:30,22,64,0
19-09-01,00:19:45,22,64,0
19-09-01,00:20:00,22,64,0
19-09-01,00:20:15,22,64,0
19-09-01,00:20:30,22,64,0
