1,2,4,7,15
19-10-31,00:00:15,15,76,0
19-10-31,00:00:30,15,76,0
19-10-30,00:00:45,15,76,0
19-10-30,00:01:00,15,76,0
19-10-30,00:01:15,15,76,0
19-10-30,00:01:30,15,76,0
19-10-30,00:01:45,15,76,0
19-10-30,00:02:00,15,76,0
19-10-30,00:02:15,15,76,0
19-10-30,00:02:30,15,76,0
19-10-30,00:02:45,15,76,0
19-10-30,00:03:00,15,76,0
19-10-30,00:03:15,15,76,0
19-10-30,00:03:30,15,76,0
19-10-30,00:03:45,15,76,0
19-10-30,00:04:00,15,76,0
19-10-30,00:04:15,15,76,0
19-10-30,00:04:30,15,76,0
19-10-30,00:04:45,15,76,0
19-10-30,00:05:00,15,76,0
19-10-30,00:05:15,15,76,0
19-10-30,00:05:30,15,76,0
19-10-30,00:05:45,15,76,0
19-10-30,00:06:00,15,76,0
19-10-30,00:06:15,15,77,0
19-10-30,00:06:30,15,77,0
19-10-30,00:06:45,15,77,0
19-10-30,00:07:00,15,77,0
19-10-30,00:07:15,15,77,0
19-10-30,00:07:30,15,77,0
19-10-30,00:07:45,15,77,0
19-10-30,00:08:00,15,77,0
19-10-30,00:08:15,15,77,0
19-10-30,00:08:30,15,77,0
19-10-30,00:08:45,15,77,0
19-10-30,00:09:00,15,77,0
19-10-30,00:09:15,15,77,0
19-10-30,00:09:30,15,78,0
19-10-30,00:09:45,14,78,0
19-10-30,00:10:00,15,78,0
19-10-30,00:10:15,14,78,0
19-10-30,00:10:30,14,77,0
19-10-30,00:10:45,14,77,0
19-10-30,00:11:00,14,77,0
19-10-30,00:11:15,14,78,0
19-10-30,00:11:30,14,78,0
19-10-30,00:11:45,14,78,0
19-10-30,00:12:00,14,77,0
19-10-30,00:12:15,14,77,0
19-10-30,00:12:30,14,78,0
19-10-30,00:12:45,14,78,0
19-10-30,00:13:00,14,78,0
19-10-30,00:13:15,14,78,0
19-10-30,00:13:30,14,78,0
19-10-30,00:13:45,14,78,0
19-10-30,00:14:00,14,78,0
19-10-30,00:14:15,14,78,0
19-10-30,00:14:30,14,78,0
19-10-30,00:14:45,14,78,0
19-10-30,00:15:00,14,78,0
19-10-30,00:15:15,14,78,0
