9.0,11.0,11.0,36.0,20,135.0,[348.03073]
9.0,11.0,11.0,37.0,20,144.0,[339.42548]
9.0,11.0,11.0,38.0,20,161.0,[330.3893]
9.0,11.0,11.0,39.0,20,180.0,[320.73245]
9.0,11.0,11.0,40.0,20,192.0,[318.7926]
9.0,11.0,11.0,41.0,20,193.0,[319.8181]
9.0,11.0,11.0,42.0,20,184.0,[323.18515]
9.0,11.0,11.0,43.0,20,173.0,[333.34277]
9.0,11.0,11.0,44.0,20,165.0,[333.09946]
9.0,11.0,11.0,45.0,20,162.0,[328.41458]
9.0,11.0,11.0,46.0,20,162.0,[323.27872]
9.0,11.0,11.0,47.0,20,168.0,[315.7045]
9.0,11.0,11.0,48.0,20,172.0,[301.2407]
9.0,11.0,11.0,49.0,20,175.0,[287.41534]
9.0,11.0,11.0,50.0,20,180.0,[274.40515]
9.0,11.0,11.0,51.0,20,180.0,[263.44983]
9.0,11.0,11.0,52.0,20,172.0,[252.1388]
9.0,11.0,11.0,53.0,20,166.0,[231.49934]
9.0,11.0,11.0,54.0,20,172.0,[221.63426]
9.0,11.0,11.0,55.0,20,179.0,[210.22649]
9.0,11.0,11.0,56.0,20,184.0,[207.22562]
9.0,11.0,11.0,57.0,20,189.0,[206.89725]
9.0,11.0,11.0,58.0,20,187.0,[207.22807]
9.0,11.0,11.0,59.0,20,179.0,[208.9804]
9.0,11.0,12.0,0.0,20,162.0,[437.85443]
9.0,11.0,12.0,1.0,20,145.0,[489.45425]
9.0,11.0,12.0,2.0,20,131.0,[478.91675]
9.0,11.0,12.0,3.0,20,125.0,[469.24384]
9.0,11.0,12.0,4.0,20,127.0,[461.91135]
9.0,11.0,12.0,5.0,20,131.0,[439.62436]
9.0,11.0,12.0,6.0,20,135.0,[412.44873]
9.0,11.0,12.0,7.0,20,140.0,[394.5336]
9.0,11.0,12.0,8.0,20,143.0,[376.65607]
9.0,11.0,12.0,9.0,20,146.0,[358.4031]
9.0,11.0,12.0,10.0,20,147.0,[341.89484]
9.0,11.0,12.0,11.0,20,150.0,[326.37924]
9.0,11.0,12.0,12.0,20,156.0,[309.66818]
9.0,11.0,12.0,13.0,20,163.0,[286.45358]
9.0,11.0,12.0,14.0,20,167.0,[262.5671]
9.0,11.0,12.0,15.0,20,174.0,[238.07199]
9.0,11.0,12.0,16.0,20,186.0,[213.79175]
9.0,11.0,12.0,17.0,20,199.0,[193.27533]
9.0,11.0,12.0,18.0,20,211.0,[179.70581]
9.0,11.0,12.0,19.0,20,217.0,[164.90141]
9.0,11.0,12.0,20.0,20,224.0,[149.62544]
9.0,11.0,12.0,21.0,20,227.0,[136.99063]
9.0,11.0,12.0,22.0,20,222.0,[128.48326]
9.0,11.0,12.0,23.0,20,220.0,[122.14897]
9.0,11.0,12.0,24.0,20,220.0,[116.53856]
9.0,11.0,12.0,25.0,20,222.0,[113.31111]
9.0,11.0,12.0,26.0,20,222.0,[112.281494]
9.0,11.0,12.0,27.0,20,229.0,[111.96652]
9.0,11.0,12.0,28.0,20,244.0,[112.20425]
9.0,11.0,12.0,29.0,20,255.0,[112.40505]
9.0,11.0,12.0,30.0,20,267.0,[112.47094]
9.0,11.0,12.0,31.0,20,266.0,[112.3972]
9.0,11.0,12.0,32.0,20,270.0,[112.22324]
9.0,11.0,12.0,33.0,20,276.0,[111.9678]
9.0,11.0,12.0,34.0,20,274.0,[111.80148]
9.0,11.0,12.0,35.0,20,248.0,[111.6407]
9.0,11.0,12.0,36.0,20,222.0,[111.58294]
9.0,11.0,12.0,37.0,20,201.0,[111.57959]
9.0,11.0,12.0,38.0,20,180.0,[111.4907]
9.0,11.0,12.0,39.0,20,164.0,[111.437874]
9.0,11.0,12.0,40.0,20,159.0,[111.55467]
9.0,11.0,12.0,41.0,20,163.0,[112.09628]
9.0,11.0,12.0,42.0,20,174.0,[112.876434]
9.0,11.0,12.0,43.0,20,184.0,[113.76835]
9.0,11.0,12.0,44.0,20,186.0,[112.216255]
9.0,11.0,12.0,45.0,20,195.0,[107.27698]
9.0,11.0,12.0,46.0,20,209.0,[103.18364]
9.0,11.0,12.0,47.0,20,228.0,[100.1824]
9.0,11.0,12.0,48.0,20,248.0,[97.474945]
9.0,11.0,12.0,49.0,20,260.0,[95.15489]
9.0,11.0,12.0,50.0,20,251.0,[93.64435]
9.0,11.0,12.0,51.0,20,243.0,[92.88646]
9.0,11.0,12.0,52.0,20,240.0,[94.70165]
9.0,11.0,12.0,53.0,20,251.0,[98.92372]
9.0,11.0,12.0,54.0,20,275.0,[103.90362]
9.0,11.0,12.0,55.0,20,300.0,[105.244194]
9.0,11.0,12.0,56.0,20,297.0,[102.026924]
9.0,11.0,12.0,57.0,20,271.0,[101.20315]
9.0,11.0,12.0,58.0,20,251.0,[99.147194]
9.0,11.0,12.0,59.0,20,240.0,[97.390526]
9.0,11.0,13.0,0.0,20,230.0,[95.728035]
9.0,11.0,13.0,1.0,20,228.0,[104.35003]
9.0,11.0,13.0,2.0,20,240.0,[110.84624]
9.0,11.0,13.0,3.0,20,245.0,[113.63521]
9.0,11.0,13.0,4.0,20,241.0,[115.23472]
9.0,11.0,13.0,5.0,20,239.0,[117.02835]
9.0,11.0,13.0,6.0,20,229.0,[119.05759]
9.0,11.0,13.0,7.0,20,225.0,[119.51591]
9.0,11.0,13.0,8.0,20,221.0,[115.263725]
9.0,11.0,13.0,9.0,20,203.0,[108.61079]
9.0,11.0,13.0,10.0,20,187.0,[108.49583]
9.0,11.0,13.0,11.0,20,183.0,[108.81059]
9.0,11.0,13.0,12.0,20,190.0,[109.25592]
9.0,11.0,13.0,13.0,20,207.0,[109.83264]
9.0,11.0,13.0,14.0,20,220.0,[110.527885]
9.0,11.0,13.0,15.0,20,215.0,[111.67909]
9.0,11.0,13.0,16.0,20,210.0,[112.8968]
9.0,11.0,13.0,17.0,20,225.0,[113.34173]
9.0,11.0,13.0,18.0,20,248.0,[114.13669]
9.0,11.0,13.0,19.0,20,263.0,[115.208206]
9.0,11.0,13.0,20.0,20,252.0,[116.17149]
9.0,11.0,13.0,21.0,20,239.0,[116.1702]
9.0,11.0,13.0,22.0,20,210.0,[116.54838]
9.0,11.0,13.0,23.0,20,196.0,[116.281586]
9.0,11.0,13.0,24.0,20,143.0,[115.649536]
9.0,11.0,13.0,25.0,20,133.0,[115.536705]
9.0,11.0,13.0,26.0,20,127.0,[115.50833]
9.0,11.0,13.0,27.0,20,117.0,[115.72997]
9.0,11.0,13.0,28.0,20,108.0,[115.84924]
9.0,11.0,13.0,29.0,20,102.0,[115.449936]
9.0,11.0,13.0,30.0,20,98.0,[115.03219]
9.0,11.0,13.0,31.0,20,95.0,[114.60922]
9.0,11.0,13.0,32.0,20,94.0,[114.4512]
9.0,11.0,13.0,33.0,20,99.0,[114.61137]
9.0,11.0,13.0,34.0,20,109.0,[114.92734]
9.0,11.0,13.0,35.0,20,117.0,[115.13069]
9.0,11.0,13.0,36.0,20,123.0,[115.35268]
9.0,11.0,13.0,37.0,20,136.0,[115.86989]
9.0,11.0,13.0,38.0,20,166.0,[116.500626]
9.0,11.0,13.0,39.0,20,223.0,[117.23366]
9.0,11.0,13.0,40.0,20,305.0,[117.71649]
9.0,11.0,13.0,41.0,20,389.0,[118.672066]
9.0,11.0,13.0,42.0,20,437.0,[118.63531]
9.0,11.0,13.0,43.0,20,824.0,[118.7664]
9.0,11.0,13.0,44.0,20,963.0,[119.04813]
9.0,11.0,13.0,45.0,20,376.0,[119.96057]
9.0,11.0,13.0,46.0,20,348.0,[119.43422]
9.0,11.0,13.0,47.0,20,351.0,[116.38024]
9.0,11.0,13.0,48.0,20,333.0,[111.6262]
9.0,11.0,13.0,49.0,20,295.0,[107.68777]
9.0,11.0,13.0,50.0,20,283.0,[105.26509]
9.0,11.0,13.0,51.0,20,270.0,[103.698395]
9.0,11.0,13.0,52.0,20,274.0,[102.41148]
9.0,11.0,13.0,53.0,20,292.0,[101.31587]
9.0,11.0,13.0,54.0,20,285.0,[99.30547]
9.0,11.0,13.0,55.0,20,257.0,[97.72861]
9.0,11.0,13.0,56.0,20,210.0,[96.65382]
9.0,11.0,13.0,57.0,20,178.0,[96.606415]
9.0,11.0,13.0,58.0,20,165.0,[97.11054]
9.0,11.0,13.0,59.0,20,167.0,[97.55262]
9.0,11.0,14.0,0.0,20,172.0,[97.74743]
9.0,11.0,14.0,1.0,20,169.0,[99.15492]
9.0,11.0,14.0,2.0,20,155.0,[151.2889]
9.0,11.0,14.0,3.0,20,134.0,[778.90125]
9.0,11.0,14.0,4.0,20,114.0,[930.47205]
9.0,11.0,14.0,5.0,20,100.0,[106.20256]
9.0,11.0,14.0,6.0,20,91.0,[110.22135]
9.0,11.0,14.0,7.0,20,81.0,[130.17699]
9.0,11.0,14.0,8.0,20,71.0,[138.81686]
9.0,11.0,14.0,9.0,20,69.0,[148.36314]
9.0,11.0,14.0,10.0,20,72.0,[188.33284]
9.0,11.0,14.0,11.0,20,77.0,[197.85861]
9.0,11.0,14.0,12.0,20,84.0,[200.52554]
9.0,11.0,14.0,13.0,20,88.0,[209.86987]
9.0,11.0,14.0,14.0,20,89.0,[212.4381]
9.0,11.0,14.0,15.0,20,86.0,[210.40236]
9.0,11.0,14.0,16.0,20,81.0,[208.983]
9.0,11.0,14.0,17.0,20,79.0,[209.02132]
9.0,11.0,14.0,18.0,20,83.0,[210.14253]
9.0,11.0,14.0,19.0,20,88.0,[212.17522]
9.0,11.0,14.0,20.0,20,89.0,[212.26233]
9.0,11.0,14.0,21.0,20,94.0,[209.75764]
9.0,11.0,14.0,22.0,20,109.0,[204.34798]
9.0,11.0,14.0,23.0,20,122.0,[198.70168]
9.0,11.0,14.0,24.0,20,121.0,[196.36327]
9.0,11.0,14.0,25.0,20,118.0,[194.83005]
9.0,11.0,14.0,26.0,20,121.0,[193.67009]
9.0,11.0,14.0,27.0,20,124.0,[192.36287]
9.0,11.0,14.0,28.0,20,133.0,[190.9131]
9.0,11.0,14.0,29.0,20,147.0,[191.20511]
9.0,11.0,14.0,30.0,20,157.0,[192.95036]
9.0,11.0,14.0,31.0,20,159.0,[198.20778]
9.0,11.0,14.0,32.0,20,146.0,[205.08328]
9.0,11.0,14.0,33.0,20,128.0,[212.49628]
9.0,11.0,14.0,34.0,20,116.0,[219.18947]
9.0,11.0,14.0,35.0,20,109.0,[223.30553]
9.0,11.0,14.0,36.0,20,105.0,[219.7301]
9.0,11.0,14.0,37.0,20,97.0,[206.06786]
9.0,11.0,14.0,38.0,20,83.0,[196.78842]
9.0,11.0,14.0,39.0,20,72.0,[188.6362]
9.0,11.0,14.0,40.0,20,69.0,[185.2843]
9.0,11.0,14.0,41.0,20,77.0,[183.08075]
9.0,11.0,14.0,42.0,20,88.0,[182.16959]
9.0,11.0,14.0,43.0,20,100.0,[181.76726]
9.0,11.0,14.0,44.0,20,117.0,[179.75943]
9.0,11.0,14.0,45.0,20,154.0,[177.97244]
9.0,11.0,14.0,46.0,20,207.0,[175.90083]
9.0,11.0,14.0,47.0,20,245.0,[174.67857]
9.0,11.0,14.0,48.0,20,287.0,[175.04611]
9.0,11.0,14.0,49.0,20,327.0,[178.09511]
9.0,11.0,14.0,50.0,20,578.0,[180.57149]
9.0,11.0,14.0,51.0,20,685.0,[182.13705]
9.0,11.0,14.0,52.0,20,755.0,[181.29459]
9.0,11.0,14.0,53.0,20,719.0,[179.23718]
9.0,11.0,14.0,54.0,20,218.0,[178.08794]
9.0,11.0,14.0,55.0,20,205.0,[175.07985]
9.0,11.0,14.0,56.0,20,212.0,[172.68663]
9.0,11.0,14.0,57.0,20,224.0,[161.1666]
9.0,11.0,14.0,58.0,20,231.0,[147.8427]
9.0,11.0,14.0,59.0,20,337.0,[134.6103]
9.0,11.0,15.0,0.0,20,569.0,[192.379]
9.0,11.0,15.0,1.0,20,578.0,[199.82666]
9.0,11.0,15.0,2.0,20,220.0,[208.94992]
9.0,11.0,15.0,3.0,20,212.0,[220.80595]
9.0,11.0,15.0,4.0,20,213.0,[236.7728]
9.0,11.0,15.0,5.0,20,214.0,[258.5598]
9.0,11.0,15.0,6.0,20,216.0,[286.15274]
9.0,11.0,15.0,7.0,20,207.0,[321.5536]
9.0,11.0,15.0,8.0,20,193.0,[389.77573]
9.0,11.0,15.0,9.0,20,188.0,[385.6978]
9.0,11.0,15.0,10.0,20,186.0,[418.52228]
9.0,11.0,15.0,11.0,20,182.0,[510.67828]
9.0,11.0,15.0,12.0,20,190.0,[581.8299]
9.0,11.0,15.0,13.0,20,185.0,[552.69745]
9.0,11.0,15.0,14.0,20,174.0,[277.47418]
9.0,11.0,15.0,15.0,20,181.0,[277.15747]
9.0,11.0,15.0,16.0,20,475.0,[299.80524]
9.0,11.0,15.0,17.0,20,434.0,[330.19162]
9.0,11.0,15.0,18.0,20,141.0,[357.52927]
9.0,11.0,15.0,19.0,20,133.0,[389.80838]
9.0,11.0,15.0,20.0,20,131.0,[403.58478]
9.0,11.0,15.0,21.0,20,126.0,[414.64743]
9.0,11.0,15.0,22.0,20,116.0,[358.24408]
9.0,11.0,15.0,23.0,20,116.0,[358.064]
9.0,11.0,15.0,24.0,20,122.0,[353.31488]
9.0,11.0,15.0,25.0,20,133.0,[342.54822]
9.0,11.0,15.0,26.0,20,139.0,[341.79767]
9.0,11.0,15.0,27.0,20,147.0,[345.89838]
9.0,11.0,15.0,28.0,20,161.0,[343.82843]
9.0,11.0,15.0,29.0,20,169.0,[341.17438]
9.0,11.0,15.0,30.0,20,167.0,[339.0345]
9.0,11.0,15.0,31.0,20,178.0,[337.67877]
9.0,11.0,15.0,32.0,20,167.0,[337.82126]
9.0,11.0,15.0,33.0,20,296.0,[334.21106]
9.0,11.0,15.0,34.0,20,149.0,[325.11307]
9.0,11.0,15.0,35.0,20,130.0,[322.1276]
9.0,11.0,15.0,36.0,20,141.0,[322.99585]
9.0,11.0,15.0,37.0,20,140.0,[299.3363]
9.0,11.0,15.0,38.0,20,209.0,[321.685]
9.0,11.0,15.0,39.0,20,127.0,[302.98267]
9.0,11.0,15.0,40.0,20,437.0,[286.27267]
9.0,11.0,15.0,41.0,20,470.0,[270.04242]
9.0,11.0,15.0,42.0,20,463.0,[255.54388]
9.0,11.0,15.0,43.0,20,458.0,[249.45605]
9.0,11.0,15.0,44.0,20,454.0,[234.03493]
9.0,11.0,15.0,45.0,20,443.0,[224.46524]
9.0,11.0,15.0,46.0,20,448.0,[217.1432]
9.0,11.0,15.0,47.0,20,448.0,[211.0659]
9.0,11.0,15.0,48.0,20,447.0,[204.47917]
9.0,11.0,15.0,49.0,20,443.0,[198.37608]
9.0,11.0,15.0,50.0,20,442.0,[192.67194]
9.0,11.0,15.0,51.0,20,444.0,[191.07019]
9.0,11.0,15.0,52.0,20,443.0,[191.55167]
9.0,11.0,15.0,53.0,20,440.0,[277.68097]
9.0,11.0,15.0,54.0,20,436.0,[191.95747]
9.0,11.0,15.0,55.0,20,432.0,[191.35211]
9.0,11.0,15.0,56.0,20,428.0,[193.03865]
9.0,11.0,15.0,57.0,20,423.0,[194.13646]
9.0,11.0,15.0,58.0,20,417.0,[213.8042]
9.0,11.0,15.0,59.0,20,416.0,[193.23804]
9.0,11.0,16.0,0.0,20,415.0,[358.49503]
9.0,11.0,16.0,1.0,20,415.0,[368.46722]
9.0,11.0,16.0,2.0,20,420.0,[364.41544]
9.0,11.0,16.0,3.0,20,429.0,[363.83353]
9.0,11.0,16.0,4.0,20,440.0,[358.62354]
9.0,11.0,16.0,5.0,20,447.0,[349.70514]
9.0,11.0,16.0,6.0,20,449.0,[347.26886]
9.0,11.0,16.0,7.0,20,451.0,[341.99673]
9.0,11.0,16.0,8.0,20,452.0,[336.36795]
9.0,11.0,16.0,9.0,20,454.0,[329.63083]
9.0,11.0,16.0,10.0,20,454.0,[324.50452]
9.0,11.0,16.0,11.0,20,452.0,[317.79193]
9.0,11.0,16.0,12.0,20,440.0,[313.01053]
9.0,11.0,16.0,13.0,20,430.0,[305.2971]
9.0,11.0,16.0,14.0,20,420.0,[296.5042]
9.0,11.0,16.0,15.0,20,293.0,[290.32095]
9.0,11.0,16.0,16.0,20,136.0,[283.191]
9.0,11.0,16.0,17.0,20,99.0,[282.22845]
9.0,11.0,16.0,18.0,20,85.0,[280.8338]
9.0,11.0,16.0,19.0,20,76.0,[281.81894]
9.0,11.0,16.0,20.0,20,68.0,[282.93155]
9.0,11.0,16.0,21.0,20,63.0,[281.91574]
9.0,11.0,16.0,22.0,20,61.0,[287.2648]
9.0,11.0,16.0,23.0,20,59.0,[291.15677]
9.0,11.0,16.0,24.0,20,57.0,[294.86633]
9.0,11.0,16.0,25.0,20,55.0,[292.7846]
9.0,11.0,16.0,26.0,20,55.0,[289.85638]
9.0,11.0,16.0,27.0,20,53.0,[288.68353]
9.0,11.0,16.0,28.0,20,49.0,[288.0195]
9.0,11.0,16.0,29.0,20,46.0,[280.29172]
9.0,11.0,16.0,30.0,20,46.0,[273.67218]
9.0,11.0,16.0,31.0,20,46.0,[264.60516]
9.0,11.0,16.0,32.0,20,46.0,[252.37546]
9.0,11.0,16.0,33.0,20,43.0,[241.70712]
9.0,11.0,16.0,34.0,20,38.0,[227.5261]
9.0,11.0,16.0,35.0,20,34.0,[168.10698]
9.0,11.0,16.0,36.0,20,34.0,[163.1251]
9.0,11.0,16.0,37.0,20,37.0,[156.38199]
9.0,11.0,16.0,38.0,20,39.0,[151.12697]
9.0,11.0,16.0,39.0,20,40.0,[147.71147]
9.0,11.0,16.0,40.0,20,252.0,[146.25844]
9.0,11.0,16.0,41.0,20,249.0,[145.82623]
9.0,11.0,16.0,42.0,20,247.0,[146.08966]
9.0,11.0,16.0,43.0,20,244.0,[146.62015]
9.0,11.0,16.0,44.0,20,240.0,[147.74547]
9.0,11.0,16.0,45.0,20,236.0,[148.83157]
9.0,11.0,16.0,46.0,20,231.0,[149.83278]
9.0,11.0,16.0,47.0,20,229.0,[150.8812]
9.0,11.0,16.0,48.0,20,225.0,[151.78127]
9.0,11.0,16.0,49.0,20,221.0,[152.90475]
9.0,11.0,16.0,50.0,20,219.0,[153.91821]
9.0,11.0,16.0,51.0,20,216.0,[154.6247]
9.0,11.0,16.0,52.0,20,212.0,[155.02124]
9.0,11.0,16.0,53.0,20,208.0,[154.96136]
9.0,11.0,16.0,54.0,20,205.0,[154.4979]
9.0,11.0,16.0,55.0,20,201.0,[153.56802]
9.0,11.0,16.0,56.0,20,197.0,[152.28862]
9.0,11.0,16.0,57.0,20,193.0,[150.76128]
9.0,11.0,16.0,58.0,20,190.0,[149.3101]
9.0,11.0,16.0,59.0,20,186.0,[148.03058]
9.0,12.0,10.0,0.0,20,281.0,[571.4842]
9.0,12.0,10.0,1.0,20,324.0,[710.04407]
9.0,12.0,10.0,2.0,20,276.0,[138.81297]
9.0,12.0,10.0,3.0,20,287.0,[460.5881]
9.0,12.0,10.0,4.0,20,258.0,[50.214855]
9.0,12.0,10.0,5.0,20,263.0,[109.566216]
9.0,12.0,10.0,6.0,20,261.0,[109.163826]
9.0,12.0,10.0,7.0,20,243.0,[117.47848]
9.0,12.0,10.0,8.0,20,213.0,[127.49779]
9.0,12.0,10.0,9.0,20,206.0,[126.37986]
9.0,12.0,10.0,10.0,20,223.0,[151.35707]
9.0,12.0,10.0,11.0,20,254.0,[100.353905]
9.0,12.0,10.0,12.0,20,477.0,[174.9377]
9.0,12.0,10.0,13.0,20,476.0,[183.76846]
9.0,12.0,10.0,14.0,20,488.0,[192.49634]
9.0,12.0,10.0,15.0,20,501.0,[199.48286]
9.0,12.0,10.0,16.0,20,517.0,[204.63832]
9.0,12.0,10.0,17.0,20,487.0,[209.12355]
9.0,12.0,10.0,18.0,20,576.0,[171.70833]
9.0,12.0,10.0,19.0,20,667.0,[214.75493]
9.0,12.0,10.0,20.0,20,618.0,[213.34633]
9.0,12.0,10.0,21.0,20,693.0,[203.04527]
9.0,12.0,10.0,22.0,20,583.0,[200.99152]
9.0,12.0,10.0,23.0,20,551.0,[190.99655]
9.0,12.0,10.0,24.0,20,553.0,[189.28531]
9.0,12.0,10.0,25.0,20,425.0,[189.59186]
9.0,12.0,10.0,26.0,20,364.0,[189.41884]
9.0,12.0,10.0,27.0,20,347.0,[184.26912]
9.0,12.0,10.0,28.0,20,348.0,[177.27223]
9.0,12.0,10.0,29.0,20,311.0,[169.95699]
9.0,12.0,10.0,30.0,20,314.0,[162.12651]
9.0,12.0,10.0,31.0,20,338.0,[157.2317]
9.0,12.0,10.0,32.0,20,433.0,[150.18394]
9.0,12.0,10.0,33.0,20,602.0,[150.26385]
9.0,12.0,10.0,34.0,20,498.0,[153.4116]
9.0,12.0,10.0,35.0,20,457.0,[157.8301]
9.0,12.0,10.0,36.0,20,473.0,[161.79732]
9.0,12.0,10.0,37.0,20,492.0,[156.22452]
9.0,12.0,10.0,38.0,20,551.0,[190.28688]
9.0,12.0,10.0,39.0,20,459.0,[582.25275]
9.0,12.0,10.0,40.0,20,447.0,[324.59216]
9.0,12.0,10.0,41.0,20,695.0,[691.06354]
9.0,12.0,10.0,42.0,20,688.0,[209.44815]
9.0,12.0,10.0,43.0,20,507.0,[174.60194]
9.0,12.0,10.0,44.0,20,642.0,[175.1716]
9.0,12.0,10.0,45.0,20,618.0,[174.20663]
9.0,12.0,10.0,46.0,20,532.0,[185.5112]
9.0,12.0,10.0,47.0,20,671.0,[180.44571]
9.0,12.0,10.0,48.0,20,684.0,[167.42789]
9.0,12.0,10.0,49.0,20,802.0,[166.99164]
9.0,12.0,10.0,50.0,20,699.0,[166.04156]
9.0,12.0,10.0,51.0,20,787.0,[161.25124]
9.0,12.0,10.0,52.0,20,849.0,[144.13312]
9.0,12.0,10.0,53.0,20,901.0,[199.5881]
9.0,12.0,10.0,54.0,20,888.0,[114.88581]
9.0,12.0,10.0,55.0,20,869.0,[120.51259]
9.0,12.0,10.0,56.0,20,810.0,[110.33297]
9.0,12.0,10.0,57.0,20,766.0,[104.73402]
9.0,12.0,10.0,58.0,20,943.0,[116.99835]
9.0,12.0,10.0,59.0,20,1050.0,[108.61901]
9.0,12.0,11.0,0.0,20,912.0,[76.71127]
9.0,12.0,11.0,1.0,20,743.0,[657.32697]
9.0,12.0,11.0,2.0,20,1005.0,[648.37354]
