1,2,4,7,15
19-10-27,00:00:30,13,76,0
19-10-27,00:00:45,13,76,0
19-10-27,00:01:00,13,76,0
19-10-27,00:01:15,13,76,0
19-10-27,00:01:30,13,76,0
19-10-27,00:01:45,13,77,0
19-10-27,00:02:00,13,77,0
19-10-27,00:02:15,13,77,0
19-10-27,00:02:30,13,77,0
19-10-27,00:02:45,12,77,0
19-10-27,00:03:00,12,77,0
19-10-27,00:03:15,12,77,0
19-10-27,00:03:30,12,77,0
19-10-27,00:03:45,12,77,0
19-10-27,00:04:00,12,77,0
19-10-27,00:04:15,12,77,0
19-10-27,00:04:30,12,78,0
19-10-27,00:04:45,12,78,0
19-10-27,00:05:00,12,78,0
19-10-27,00:05:15,12,78,0
19-10-27,00:05:30,12,78,0
19-10-27,00:05:45,12,78,0
19-10-27,00:06:00,12,78,0
19-10-27,00:06:15,12,78,0
19-10-27,00:06:30,12,78,0
19-10-27,00:06:45,12,78,0
19-10-27,00:07:00,12,78,0
19-10-27,00:07:15,12,78,0
19-10-27,00:07:30,12,77,0
19-10-27,00:07:45,12,77,0
19-10-27,00:08:00,12,77,0
19-10-27,00:08:15,12,77,0
19-10-27,00:08:30,12,77,0
19-10-27,00:08:45,12,77,0
19-10-27,00:09:00,12,77,0
19-10-27,00:09:15,12,77,0
19-10-27,00:09:30,12,77,0
19-10-27,00:09:45,12,77,0
19-10-27,00:10:00,12,77,0
19-10-27,00:10:15,12,77,0
19-10-27,00:10:30,12,77,0
19-10-27,00:10:45,12,77,0
19-10-27,00:11:00,12,77,0
19-10-27,00:11:15,12,77,0
19-10-27,00:11:30,12,77,0
19-10-27,00:11:45,12,78,0
19-10-27,00:12:00,12,78,0
19-10-27,00:12:15,12,79,0
19-10-27,00:12:30,12,79,0
19-10-27,00:12:45,12,79,0
19-10-27,00:13:00,12,79,0
19-10-27,00:13:15,12,80,0
19-10-27,00:13:30,12,80,0
19-10-27,00:13:45,12,80,0
19-10-27,00:14:00,12,80,0
19-10-27,00:14:15,12,80,0
19-10-27,00:14:30,12,80,0
19-10-27,00:14:45,12,80,0
19-10-27,00:15:00,12,80,0
19-10-27,00:15:15,12,80,0
19-10-27,00:15:30,12,80,0
19-10-27,00:15:45,12,80,0
19-10-27,00:16:00,12,80,0
19-10-27,00:16:15,12,80,0
19-10-27,00:16:30,12,80,0
19-10-27,00:16:45,12,80,0
19-10-27,00:17:00,12,80,0
19-10-27,00:17:15,12,80,0
19-10-27,00:17:30,12,80,0
19-10-27,00:17:45,12,80,0
19-10-27,00:18:00,12,80,0
19-10-27,00:18:15,12,80,0
19-10-27,00:18:30,12,80,0
19-10-27,00:18:45,12,80,0
19-10-27,00:19:00,12,80,0
19-10-27,00:19:15,12,80,0
19-10-27,00:19:30,12,80,0
19-10-27,00:19:45,12,80,0
19-10-27,00:20:00,12,80,0
19-10-27,00:20:15,12,80,0
19-10-27,00:20:30,12,80,0
19-10-27,00:20:45,12,80,0
19-10-27,00:21:00,12,80,0
19-10-27,00:21:15,12,81,0
19-10-27,00:21:30,12,81,0
19-10-27,00:21:45,12,81,0
19-10-27,00:22:00,12,81,0
19-10-27,00:22:15,12,81,0
19-10-27,00:22:30,12,81,0
19-10-27,00:22:45,12,81,0
19-10-27,00:23:00,12,81,0
19-10-27,00:23:15,12,81,0
19-10-27,00:23:30,12,81,0
19-10-27,00:23:45,12,81,0
19-10-27,00:24:00,12,81,0
19-10-27,00:24:15,12,80,0
19-10-27,00:24:30,12,80,0
19-10-27,00:24:45,12,80,0
19-10-27,00:25:00,12,80,0
19-10-27,00:25:15,12,80,0
19-10-27,00:25:30,12,80,0
19-10-27,00:25:45,12,80,0
19-10-27,00:26:00,12,80,0
19-10-27,00:26:15,12,80,0
