1,2,4,7,15
19-12-02,00:00:15,10,81,0
19-12-02,00:00:30,10,81,0
19-12-02,00:00:45,10,81,0
19-12-02,00:01:00,10,81,0
19-12-02,00:01:15,10,81,0
19-12-02,00:01:30,10,81,0
19-12-02,00:01:45,10,81,0
19-12-02,00:02:00,10,81,0
19-12-02,00:02:15,10,81,0
19-12-02,00:02:30,10,81,0
19-12-02,00:02:45,10,81,0
19-12-02,00:03:00,10,81,0
19-12-02,00:03:15,10,81,0
19-12-02,00:03:30,10,81,0
19-12-02,00:03:45,10,81,0
19-12-02,00:04:00,10,81,0
19-12-02,00:04:15,10,81,0
19-12-02,00:04:30,10,81,0
19-12-02,00:04:45,10,81,0
19-12-02,00:05:00,10,80,0
19-12-02,00:05:15,10,80,0
19-12-02,00:05:30,10,80,0
19-12-02,00:05:45,10,80,0
19-12-02,00:06:00,10,80,0
19-12-02,00:06:15,10,80,0
19-12-02,00:06:30,10,80,0
19-12-02,00:06:45,10,80,0
19-12-02,00:07:00,10,80,0
19-12-02,00:07:15,10,80,0
19-12-02,00:07:30,10,80,0
19-12-02,00:07:45,10,80,0
19-12-02,00:08:00,10,80,0
19-12-02,00:08:15,10,80,0
19-12-02,00:08:30,10,80,0
19-12-02,00:08:45,10,80,0
19-12-02,00:09:00,10,80,0
19-12-02,00:09:15,10,80,0
19-12-02,00:09:30,10,80,0
19-12-02,00:09:45,10,80,0
19-12-02,00:10:00,10,80,0
19-12-02,00:10:15,10,80,0
19-12-02,00:10:30,10,80,0
19-12-02,00:10:45,10,80,0
19-12-02,00:11:00,10,80,0
19-12-02,00:11:15,10,80,0
19-12-02,00:11:30,10,80,0
19-12-02,00:11:45,10,80,0
19-12-02,00:12:00,10,79,0
19-12-02,00:12:15,10,79,0
19-12-02,00:12:30,10,79,0
19-12-02,00:12:45,10,79,0
19-12-02,00:13:00,10,79,0
19-12-02,00:13:15,10,79,0
19-12-02,00:13:30,10,79,0
19-12-02,00:13:45,10,79,0
19-12-02,00:14:00,10,79,0
19-12-02,00:14:15,10,78,0
19-12-02,00:14:30,10,78,0
19-12-02,00:14:45,10,78,0
19-12-02,00:15:00,10,78,0
19-12-02,00:15:15,10,78,0
19-12-02,00:15:30,10,78,0
19-12-02,00:15:45,10,78,0
19-12-02,00:16:00,10,78,0
19-12-02,00:16:15,10,77,0
19-12-02,00:16:30,10,77,0
19-12-02,00:16:45,10,77,0
19-12-02,00:17:00,10,77,0
19-12-02,00:17:15,10,77,0
19-12-02,00:17:30,10,77,0
19-12-02,00:17:45,10,77,0
19-12-02,00:18:00,10,77,0
19-12-02,00:18:15,10,77,0
19-12-02,00:18:30,10,76,0
19-12-02,00:18:45,10,76,0
19-12-02,00:19:00,10,76,0
19-12-02,00:19:15,10,76,0
19-12-02,00:19:30,10,76,0
19-12-02,00:19:45,10,76,0
19-12-02,00:20:00,10,76,0
19-12-02,00:20:15,10,76,0
19-12-02,00:20:30,10,76,0
19-12-02,00:20:45,10,76,0
19-12-02,00:21:00,10,76,0
19-12-02,00:21:15,10,76,0
19-12-02,00:21:30,10,76,0
19-12-02,00:21:45,10,76,0
19-12-02,00:22:00,10,76,0
19-12-02,00:22:15,10,76,0
19-12-02,00:22:30,10,76,0
19-12-02,00:22:45,10,76,0
19-12-02,00:23:00,10,76,0
19-12-02,00:23:15,10,76,0
19-12-02,00:23:30,10,76,0
19-12-02,00:23:45,10,75,0
19-12-02,00:24:00,10,76,0
19-12-02,00:24:15,10,76,0
19-12-02,00:24:30,10,76,0
19-12-02,00:24:45,10,76,0
19-12-02,00:25:00,10,76,0
19-12-02,00:25:15,10,76,0
19-12-02,00:25:30,10,76,0
19-12-02,00:25:45,10,76,0
19-12-02,00:26:00,10,76,0
19-12-02,00:26:15,10,76,0
19-12-02,00:26:30,10,76,0
19-12-02,00:26:45,10,76,0
19-12-02,00:27:00,10,76,0
19-12-02,00:27:15,10,76,0
19-12-02,00:27:30,10,76,0
19-12-02,00:27:45,10,76,0
19-12-02,00:28:00,10,76,0
19-12-02,00:28:15,10,76,0
19-12-02,00:28:30,10,76,0
19-12-02,00:28:45,10,76,0
19-12-02,00:29:00,10,76,0
19-12-02,00:29:15,10,76,0
19-12-02,00:29:30,10,76,0
19-12-02,00:29:45,10,76,0
19-12-02,00:30:00,10,76,0
19-12-02,00:30:15,10,76,0
19-12-02,00:30:30,10,77,0
19-12-02,00:30:45,10,77,0
19-12-02,00:31:00,10,77,0
19-12-02,00:31:15,10,77,0
19-12-02,00:31:30,10,77,0
19-12-02,00:31:45,10,77,0
19-12-02,00:32:00,10,77,0
19-12-02,00:32:15,10,77,0
19-12-02,00:32:30,10,77,0
19-12-02,00:32:45,10,77,0
19-12-02,00:33:00,10,77,0
19-12-02,00:33:15,10,77,0
19-12-02,00:33:30,10,77,0
19-12-02,00:33:45,10,77,0
19-12-02,00:34:00,10,77,0
19-12-02,00:34:15,10,77,0
19-12-02,00:34:30,10,77,0
19-12-02,00:34:45,10,77,0
19-12-02,00:35:00,10,77,0
19-12-02,00:35:15,10,77,0
19-12-02,00:35:30,10,77,0
19-12-02,00:35:45,10,77,0
19-12-02,00:36:00,10,77,0
19-12-02,00:36:15,10,77,0
19-12-02,00:36:30,10,77,0
19-12-02,00:36:45,10,77,0
19-12-02,00:37:00,10,77,0
19-12-02,00:37:15,10,77,0
19-12-02,00:37:30,10,77,0
19-12-02,00:37:45,10,76,0
19-12-02,00:38:00,10,76,0
19-12-02,00:38:15,10,76,0
19-12-02,00:38:30,10,76,0
19-12-02,00:38:45,10,76,0
19-12-02,00:39:00,10,76,0
19-12-02,00:39:15,10,76,0
19-12-02,00:39:30,10,76,0
19-12-02,00:39:45,10,76,0
19-12-02,00:40:00,10,76,0
19-12-02,00:40:15,10,76,0
19-12-02,00:40:30,10,76,0
19-12-02,00:40:45,10,76,0
19-12-02,00:41:00,10,76,0
19-12-02,00:41:15,10,76,0
19-12-02,00:41:30,10,76,0
19-12-02,00:41:45,10,76,0
19-12-02,00:42:00,10,76,0
19-12-02,00:42:15,10,76,0
19-12-02,00:42:30,10,76,0
19-12-02,00:42:45,10,76,0
19-12-02,00:43:00,10,76,0
19-12-02,00:43:15,10,76,0
19-12-02,00:43:30,10,76,0
19-12-02,00:43:45,10,76,0
19-12-02,00:44:00,10,76,0
19-12-02,00:44:15,10,76,0
19-12-02,00:44:30,10,76,0
19-12-02,00:44:45,10,76,0
19-12-02,00:45:00,10,76,0
19-12-02,00:45:15,10,76,0
19-12-02,00:45:30,10,76,0
19-12-02,00:45:45,10,76,0
19-12-02,00:46:00,10,76,0
19-12-02,00:46:15,10,76,0
19-12-02,00:46:30,10,76,0
19-12-02,00:46:45,10,76,0
19-12-02,00:47:00,10,76,0
19-12-02,00:47:15,10,76,0
19-12-02,00:47:30,10,76,0
19-12-02,00:47:45,10,76,0
19-12-02,00:48:00,10,76,0
19-12-02,00:48:15,10,76,0
19-12-02,00:48:30,10,76,0
19-12-02,00:48:45,10,76,0
19-12-02,00:49:00,10,76,0
19-12-02,00:49:15,10,76,0
19-12-02,00:49:30,10,76,0
19-12-02,00:49:45,10,76,0
19-12-02,00:50:00,10,76,0
19-12-02,00:50:15,10,76,0
19-12-02,00:50:30,10,76,0
19-12-02,00:50:45,10,76,0
19-12-02,00:51:00,10,76,0
19-12-02,00:51:15,10,76,0
19-12-02,00:51:30,10,76,0
19-12-02,00:51:45,10,76,0
19-12-02,00:52:00,10,76,0
19-12-02,00:52:15,10,76,0
19-12-02,00:52:30,10,76,0
19-12-02,00:52:45,10,76,0
19-12-02,00:53:00,10,76,0
19-12-02,00:53:15,10,76,0
19-12-02,00:53:30,10,76,0
19-12-02,00:53:45,10,76,0
19-12-02,00:54:00,10,76,0
19-12-02,00:54:15,10,76,0
19-12-02,00:54:30,10,76,0
19-12-02,00:54:45,10,76,0
19-12-02,00:55:00,10,76,0
19-12-02,00:55:15,10,76,0
19-12-02,00:55:30,10,76,0
19-12-02,00:55:45,10,76,0
19-12-02,00:56:00,10,76,0
19-12-02,00:56:15,10,76,0
19-12-02,00:56:30,10,76,0
19-12-02,00:56:45,10,76,0
19-12-02,00:57:00,10,76,0
19-12-02,00:57:15,10,76,0
19-12-02,00:57:30,10,76,0
19-12-02,00:57:45,10,76,0
19-12-02,00:58:00,10,76,0
19-12-02,00:58:15,10,76,0
19-12-02,00:58:30,10,76,0
19-12-02,00:58:45,10,76,0
19-12-02,00:59:00,10,76,0
19-12-02,00:59:15,10,76,0
19-12-02,00:59:30,10,76,0
